longitude,latitude,housing_median_age,total_rooms,total_bedrooms,population,households,median_income,median_house_value,ocean_proximity
-118.08,33.93,34.0,1558.0,375.0,1179.0,337.0,32188.0,165100.0,<1H OCEAN
-119.76,36.83,20.0,3214.0,446.0,1360.0,463.0,52595.0,110900.0,INLAND
-119.71,36.8,25.0,875.0,156.0,646.0,166.0,30000.0,72800.0,INLAND
-117.14,32.7,44.0,658.0,218.0,869.0,212.0,19338.0,89400.0,NEAR OCEAN
-122.67,38.47,16.0,3452.0,791.0,1567.0,731.0,24722.0,194300.0,<1H OCEAN
-122.09,37.36,37.0,2269.0,325.0,930.0,321.0,75274.0,500001.0,NEAR BAY
-118.36,33.98,39.0,813.0,185.0,344.0,154.0,35833.0,218800.0,<1H OCEAN
-117.32,34.1,27.0,2053.0,461.0,1737.0,463.0,31213.000000000004,78800.0,INLAND
-121.93,37.93,16.0,2876.0,391.0,1089.0,377.0,62990.00000000001,286900.0,INLAND
-118.14,34.09,28.0,4164.0,1127.0,2934.0,1014.0,27483.0,218800.0,<1H OCEAN
-118.12,34.17,52.0,2948.0,542.0,1363.0,495.0,47098.00000000001,287900.0,INLAND
-117.12,32.7,14.0,819.0,237.0,827.0,237.0,13193.999999999998,90500.0,NEAR OCEAN
-118.35,33.93,35.0,1050.0,252.0,918.0,236.0,17344.0,146900.0,<1H OCEAN
-118.03,34.16,36.0,1640.0,239.0,693.0,253.0,66888.0,500001.0,INLAND
-122.34,37.57,52.0,2547.0,373.0,876.0,359.0,82598.0,500001.0,NEAR OCEAN
-121.76,38.55,23.0,8800.0,1857.0,6330.0,1832.0,20650.0,219400.0,INLAND
-122.14,37.5,46.0,30.0,4.0,13.0,5.0,150001.0,500001.0,NEAR BAY
-120.91,38.11,9.0,3585.0,680.0,1800.0,598.0,36360.0,133100.0,INLAND
-119.01,36.08,31.0,1620.0,366.0,1154.0,348.0,18857.0,55500.0,INLAND
-118.41,34.03,20.0,4374.0,1311.0,2165.0,1185.0,36019.0,463600.0,<1H OCEAN
-118.12,33.95,36.0,2752.0,459.0,1211.0,452.0,50526.0,269800.0,<1H OCEAN
-116.92,32.82,16.0,2784.0,468.0,1458.0,465.0,40048.0,184600.0,<1H OCEAN
-122.37,37.94,40.0,1064.0,266.0,912.0,239.0,10521.0,69100.0,NEAR BAY
-122.35,37.93,19.0,1334.0,366.0,1048.0,316.0,17865.0,88000.0,NEAR BAY
-120.84,37.51,20.0,1901.0,313.0,1258.0,320.0,38958.0,126800.0,INLAND
-117.92,33.91,27.0,2558.0,310.0,891.0,316.0,95561.0,411800.0,<1H OCEAN
-117.87,33.92,14.0,4039.0,669.0,1905.0,670.0,63303.0,303000.0,<1H OCEAN
-120.51,41.35,16.0,2843.0,564.0,892.0,386.0,25074.0,69100.0,INLAND
-122.42,37.62,36.0,1538.0,256.0,671.0,247.0,44090.99999999999,317900.0,NEAR OCEAN
-121.94,36.98,21.0,3520.0,831.0,1486.0,753.0,30905.0,264300.0,NEAR OCEAN
-122.65,38.47,24.0,2268.0,330.0,847.0,296.0,38580.0,214400.0,<1H OCEAN
-121.53,38.58,33.0,4988.0,1169.0,2414.0,1075.0,19728.0,76400.0,INLAND
-118.31,33.94,40.0,1550.0,,798.0,270.0,37750.0,153800.0,<1H OCEAN
-122.7,39.14,13.0,532.0,111.0,214.0,62.0,33929.0,108300.0,INLAND
-118.61,34.2,16.0,1718.0,467.0,896.0,475.0,36296.0,160900.0,<1H OCEAN
-121.85,38.0,24.0,2269.0,584.0,1239.0,542.0,20411.0,100000.0,INLAND
-118.35,34.15,35.0,2245.0,393.0,783.0,402.0,41544.0,500001.0,<1H OCEAN
-118.35,33.98,42.0,3081.0,680.0,1785.0,609.0,37450.0,170800.0,<1H OCEAN
-118.06,33.85,16.0,4851.0,726.0,2527.0,704.0,60142.0,437400.0,<1H OCEAN
-120.96,37.64,41.0,1467.0,328.0,673.0,310.0,27917.0,90700.0,INLAND
-122.75,38.43,36.0,1599.0,345.0,1086.0,314.0,26667.0,149100.0,<1H OCEAN
-118.36,34.15,34.0,3659.0,921.0,1338.0,835.0,36202.0,366100.0,<1H OCEAN
-119.46,35.86,22.0,1750.0,374.0,1113.0,338.0,15049.999999999998,42700.0,INLAND
-118.32,34.03,47.0,1082.0,198.0,455.0,193.0,30132.0,223200.0,<1H OCEAN
-122.43,37.77,52.0,4397.0,1116.0,1939.0,1053.0,27587.0,354500.0,NEAR BAY
-118.08,34.58,12.0,3851.0,857.0,2169.0,811.0,30101.0,116300.0,INLAND
-119.93,37.85,18.0,473.0,115.0,88.0,41.0,40833.00000000001,137500.0,INLAND
-119.56,36.51,9.0,3860.0,809.0,2157.0,770.0,25033.0,70100.0,INLAND
-118.07,33.73,13.0,1822.0,313.0,643.0,303.0,98346.0,401700.0,NEAR OCEAN
-118.17,34.01,30.0,1228.0,358.0,1603.0,323.0,30225.0,130800.0,<1H OCEAN
-121.88,37.34,52.0,1390.0,365.0,921.0,352.0,21442.0,188900.0,<1H OCEAN
-122.39,37.79,52.0,94.0,24.0,113.0,27.0,46563.0,350000.0,NEAR BAY
-118.28,34.1,44.0,2728.0,585.0,1227.0,567.0,40602.0,324000.0,<1H OCEAN
-118.48,34.25,36.0,1951.0,395.0,1040.0,375.0,51619.0,195300.0,<1H OCEAN
-122.4,37.78,52.0,464.0,202.0,286.0,148.0,16125.0,112500.0,NEAR BAY
-117.97,33.84,34.0,874.0,153.0,549.0,153.0,48667.0,186800.0,<1H OCEAN
-117.95,34.11,29.0,1986.0,448.0,2013.0,432.0,31034.0,140800.0,INLAND
-117.92,33.7,15.0,3201.0,,1510.0,622.0,42708.00000000001,161700.0,<1H OCEAN
-118.31,33.99,48.0,2235.0,433.0,1363.0,433.0,16559.0,101400.0,<1H OCEAN
-116.94,32.78,17.0,13559.0,2656.0,6990.0,2533.0,34340.0,193200.0,<1H OCEAN
-121.93,37.25,21.0,1354.0,289.0,639.0,273.0,45333.0,234200.0,<1H OCEAN
-119.27,34.27,52.0,1577.0,343.0,836.0,335.0,35893.0,206600.0,NEAR OCEAN
-122.13,37.67,38.0,2012.0,347.0,880.0,332.0,31734.0,181600.0,NEAR BAY
-118.48,34.02,11.0,72.0,16.0,150.0,20.0,26250.0,250000.0,<1H OCEAN
-121.32,38.13,5.0,3136.0,501.0,1327.0,467.0,55942.0,186900.0,INLAND
-118.36,34.08,52.0,1965.0,480.0,794.0,451.0,32824.0,304800.0,<1H OCEAN
-124.09,40.88,31.0,1982.0,495.0,1052.0,467.0,15326.0,74100.0,NEAR OCEAN
-117.0,32.72,10.0,3817.0,943.0,2352.0,875.0,21362.0,143200.0,NEAR OCEAN
-119.01,35.28,10.0,7011.0,1453.0,4163.0,1307.0,27658.999999999996,77500.0,INLAND
-119.81,36.76,52.0,1792.0,352.0,1049.0,357.0,24375.0,57100.0,INLAND
-117.9,33.75,32.0,1893.0,431.0,2245.0,426.0,37143.0,163000.0,<1H OCEAN
-118.86,34.19,27.0,1931.0,261.0,736.0,244.0,67805.0,392900.0,<1H OCEAN
-118.2,33.77,41.0,1158.0,396.0,1209.0,336.0,27813.0,129200.0,NEAR OCEAN
-118.1,34.1,41.0,1379.0,315.0,1249.0,309.0,26553.0,183100.0,<1H OCEAN
-121.82,37.37,42.0,2913.0,577.0,1873.0,580.0,37214.0,167900.0,<1H OCEAN
-118.75,34.27,20.0,3495.0,449.0,1629.0,428.0,58096.0,264400.0,<1H OCEAN
-117.24,32.82,20.0,2467.0,332.0,731.0,335.0,72559.0,392300.0,NEAR OCEAN
-117.12,32.75,17.0,2060.0,633.0,1251.0,602.0,19886.0,119200.0,NEAR OCEAN
-117.41,33.93,35.0,793.0,150.0,669.0,128.0,40156.0,89300.0,INLAND
-118.1,34.07,33.0,3437.0,1081.0,3817.0,1042.0,22500.0,203700.0,<1H OCEAN
-118.4,34.01,48.0,1427.0,253.0,693.0,268.0,57405.0,351600.0,<1H OCEAN
-122.42,37.74,52.0,1916.0,432.0,889.0,424.0,40391.0,279900.0,NEAR BAY
-118.04,33.82,26.0,4105.0,637.0,2072.0,648.0,58440.0,273900.0,<1H OCEAN
-121.69,36.52,15.0,4037.0,586.0,1596.0,557.0,80922.0,390100.0,<1H OCEAN
-118.3,33.99,47.0,2637.0,588.0,1903.0,521.0,18317.0,96500.0,<1H OCEAN
-118.16,33.89,46.0,940.0,219.0,599.0,214.0,32813.0,190900.0,<1H OCEAN
-121.59,37.01,16.0,6637.0,1171.0,3575.0,1162.0,43227.0,251500.0,INLAND
-122.45,40.46,16.0,2734.0,501.0,1413.0,484.0,28085.0,105700.0,INLAND
-122.64,38.87,16.0,1177.0,240.0,519.0,199.0,15739.0,73500.0,INLAND
-118.28,34.02,46.0,1098.0,426.0,1510.0,374.0,21382.0,156300.0,<1H OCEAN
-119.25,36.36,16.0,3245.0,469.0,1471.0,450.0,58673.0,154800.0,INLAND
-118.24,33.95,40.0,1193.0,280.0,1210.0,286.0,13500.0,89500.0,<1H OCEAN
-117.08,32.76,18.0,1704.0,596.0,1639.0,548.0,17391.0,125000.0,NEAR OCEAN
-118.3,34.03,40.0,1695.0,374.0,1138.0,357.0,27125.0,150000.0,<1H OCEAN
-118.97,34.18,18.0,7338.0,1020.0,3419.0,1058.0,70242.0,293100.0,<1H OCEAN
-121.6,39.79,18.0,2672.0,533.0,1151.0,532.0,25670.0,102900.0,INLAND
-119.88,34.43,14.0,2472.0,685.0,1292.0,621.0,33026.0,229500.0,NEAR OCEAN
-119.46,35.13,46.0,2745.0,543.0,1423.0,482.0,21955.0,26900.0,INLAND
-118.52,34.17,20.0,17377.0,4457.0,7450.0,4204.0,32153.999999999996,259600.0,<1H OCEAN
-118.33,33.98,30.0,3112.0,931.0,2739.0,841.0,16531.0,118500.0,<1H OCEAN
-121.86,37.22,18.0,7245.0,1029.0,2893.0,1049.0,69508.0,361200.0,<1H OCEAN
-117.38,33.19,35.0,928.0,264.0,538.0,248.0,24583.0,197900.0,NEAR OCEAN
-117.96,33.68,18.0,2594.0,539.0,817.0,485.0,23674.0,219200.0,<1H OCEAN
-117.25,34.06,23.0,4503.0,1156.0,3264.0,937.0,19821.0,93000.0,INLAND
-120.4,34.86,11.0,1633.0,348.0,504.0,327.0,20508.0,275000.0,<1H OCEAN
-117.72,33.64,16.0,1230.0,242.0,380.0,246.0,22969.0,67500.0,<1H OCEAN
-122.23,37.83,52.0,2990.0,379.0,947.0,361.0,78772.0,500001.0,NEAR BAY
-121.2,37.6,30.0,2110.0,406.0,1301.0,345.0,23173.0,86500.0,INLAND
-118.34,33.99,47.0,1107.0,199.0,437.0,178.0,37344.0,179400.0,<1H OCEAN
-117.71,33.62,22.0,2520.0,387.0,1338.0,391.0,58898.0,242800.0,<1H OCEAN
-122.3,38.32,20.0,2063.0,486.0,1045.0,460.0,25035.0,153200.0,NEAR BAY
-117.87,33.89,19.0,1674.0,243.0,786.0,234.0,64218.0,275000.0,<1H OCEAN
-117.06,33.09,11.0,7483.0,1276.0,3516.0,1261.0,40484.0,262500.0,<1H OCEAN
-122.48,37.7,33.0,4167.0,1398.0,2923.0,1314.0,30490.0,307000.0,NEAR OCEAN
-118.83,34.23,6.0,8803.0,1114.0,3385.0,1010.0,87288.0,425800.0,<1H OCEAN
-121.82,37.31,22.0,2044.0,402.0,1925.0,429.0,37102.0,177500.0,<1H OCEAN
-117.12,32.96,16.0,3050.0,559.0,1444.0,512.0,52463.0,156300.0,<1H OCEAN
-117.1,32.69,37.0,1269.0,340.0,1369.0,302.0,22102.0,87200.0,NEAR OCEAN
-117.87,33.59,44.0,2499.0,396.0,910.0,374.0,66544.0,500001.0,<1H OCEAN
-122.44,37.73,52.0,2381.0,492.0,1485.0,447.0,43898.0,270000.0,NEAR BAY
-117.05,32.56,17.0,985.0,233.0,811.0,223.0,28750.0,134500.0,NEAR OCEAN
-122.5,37.6,35.0,2197.0,369.0,971.0,326.0,42500.0,241700.0,NEAR OCEAN
-117.33,34.03,14.0,1582.0,347.0,825.0,259.0,28281.0,106300.0,INLAND
-121.24,39.22,14.0,983.0,163.0,399.0,161.0,22917.0,145100.0,INLAND
-118.23,34.11,31.0,1021.0,191.0,495.0,191.0,55051.0,223500.0,<1H OCEAN
-117.89,33.68,26.0,2905.0,504.0,1452.0,491.0,50853.0,260300.0,<1H OCEAN
-122.15,37.76,39.0,1823.0,286.0,763.0,270.0,60749.00000000001,196900.0,NEAR BAY
-118.24,33.93,37.0,1027.0,258.0,824.0,248.0,15132.000000000002,86300.0,<1H OCEAN
-118.22,33.98,36.0,1514.0,453.0,1496.0,448.0,21044.0,148200.0,<1H OCEAN
-117.53,34.02,19.0,256.0,34.0,101.0,28.0,53269.0,375000.0,INLAND
-119.26,36.5,35.0,1689.0,371.0,1475.0,329.0,25719.0,74300.0,INLAND
-118.3,34.01,48.0,4217.0,1095.0,3298.0,949.0,19152.0,122300.0,<1H OCEAN
-117.25,32.78,21.0,1479.0,484.0,658.0,384.0,24500.0,350000.0,NEAR OCEAN
-117.08,32.75,15.0,1821.0,516.0,1385.0,439.0,25101.0,95300.0,NEAR OCEAN
-118.27,34.09,44.0,3646.0,912.0,1783.0,861.0,29709.0,225000.0,<1H OCEAN
-116.84,33.01,5.0,5673.0,855.0,2592.0,797.0,54155.0,199200.0,<1H OCEAN
-118.24,34.22,36.0,2507.0,517.0,1232.0,470.0,55290.0,241300.0,<1H OCEAN
-117.22,33.17,6.0,1487.0,362.0,810.0,322.0,36250.0,135700.0,<1H OCEAN
-122.45,37.7,16.0,6457.0,1336.0,4375.0,1231.0,51788.0,267000.0,NEAR OCEAN
-117.1,32.71,9.0,1931.0,472.0,1628.0,445.0,20850.0,92600.0,NEAR OCEAN
-118.14,33.86,44.0,1436.0,257.0,745.0,233.0,46250.0,213400.0,<1H OCEAN
-121.86,39.76,19.0,7254.0,1785.0,4030.0,1667.0,20094.0,87300.0,INLAND
-118.27,34.07,38.0,1270.0,556.0,1692.0,450.0,18700.0,170800.0,<1H OCEAN
-121.87,37.29,18.0,1892.0,568.0,974.0,553.0,23715.0,228000.0,<1H OCEAN
-118.55,34.23,25.0,4409.0,1018.0,4579.0,1010.0,28727.0,245100.0,<1H OCEAN
-119.32,36.32,35.0,2316.0,387.0,849.0,378.0,43816.0,88600.0,INLAND
-117.1,32.66,27.0,1782.0,560.0,1785.0,560.0,21542.0,106300.0,NEAR OCEAN
-118.19,33.85,30.0,3533.0,1061.0,2678.0,1033.0,22416.999999999996,151900.0,NEAR OCEAN
-122.84,38.07,31.0,1858.0,367.0,701.0,297.0,38269.0,270700.0,NEAR OCEAN
-119.02,36.09,15.0,2234.0,415.0,1254.0,420.0,30234.0,88600.0,INLAND
-118.44,34.07,26.0,3535.0,748.0,1322.0,666.0,71674.0,500001.0,<1H OCEAN
-119.43,36.55,27.0,1621.0,323.0,882.0,324.0,27500.0,93500.0,INLAND
-122.78,38.97,11.0,5175.0,971.0,2144.0,792.0,30466.000000000004,97300.0,INLAND
-122.25,37.48,37.0,3507.0,569.0,1663.0,608.0,50862.99999999999,440300.0,NEAR OCEAN
-119.68,36.62,31.0,834.0,229.0,616.0,211.0,16602.0,61200.0,INLAND
-118.19,33.81,23.0,954.0,390.0,804.0,373.0,25833.0,181300.0,NEAR OCEAN
-122.49,38.22,33.0,1486.0,290.0,781.0,274.0,35647.0,251800.0,NEAR BAY
-123.7,39.32,18.0,1652.0,352.0,711.0,292.0,31071.0,213200.0,<1H OCEAN
-118.32,33.85,42.0,3146.0,770.0,1859.0,740.0,35073.0,234800.0,<1H OCEAN
-120.82,37.54,20.0,707.0,114.0,282.0,86.0,61323.99999999999,164800.0,INLAND
-116.42,33.79,12.0,7095.0,1260.0,1179.0,570.0,49444.0,285000.0,INLAND
-122.48,38.32,42.0,2106.0,533.0,1141.0,445.0,31128.999999999996,149300.0,<1H OCEAN
-118.14,34.11,52.0,3367.0,545.0,1427.0,535.0,52291.99999999999,444500.0,<1H OCEAN
-117.95,33.83,36.0,1380.0,237.0,690.0,234.0,38214.0,210900.0,<1H OCEAN
-117.66,34.09,23.0,1426.0,313.0,954.0,319.0,30357.0,151500.0,INLAND
-122.17,37.7,24.0,1755.0,365.0,952.0,362.0,40000.0,202600.0,NEAR BAY
-118.41,34.02,24.0,2610.0,756.0,1322.0,692.0,35022.0,281300.0,<1H OCEAN
-116.25,33.81,24.0,880.0,187.0,507.0,169.0,34583.0,67500.0,INLAND
-119.71,36.88,17.0,2236.0,315.0,992.0,312.0,69405.0,165200.0,INLAND
-121.44,38.65,28.0,1219.0,240.0,559.0,212.0,38295.0,122200.0,INLAND
-117.82,35.03,30.0,2555.0,510.0,1347.0,467.0,33693.0,71800.0,INLAND
-117.86,33.78,25.0,2635.0,660.0,1710.0,634.0,31250.0,215000.0,<1H OCEAN
-118.41,34.04,52.0,1907.0,261.0,681.0,249.0,109804.99999999999,500001.0,<1H OCEAN
-121.22,37.93,21.0,336.0,68.0,206.0,73.0,47500.0,121400.0,INLAND
-118.0,34.16,42.0,1020.0,156.0,398.0,157.0,61010.0,311800.0,INLAND
-118.21,34.07,47.0,1346.0,383.0,1452.0,371.0,17292.0,191700.0,<1H OCEAN
-121.85,37.26,16.0,1816.0,241.0,793.0,234.0,68194.0,291200.0,<1H OCEAN
-118.15,34.06,28.0,3855.0,922.0,2517.0,874.0,35050.0,204300.0,<1H OCEAN
-117.67,35.65,18.0,2737.0,589.0,1128.0,533.0,28000.0,72000.0,INLAND
-119.11,35.39,22.0,984.0,176.0,451.0,170.0,32500.0,88900.0,INLAND
-118.04,33.96,42.0,1430.0,338.0,1269.0,321.0,33214.0,148800.0,<1H OCEAN
-121.94,38.89,15.0,1462.0,314.0,774.0,271.0,25478.0,91700.0,INLAND
-119.88,36.85,8.0,2580.0,372.0,1111.0,393.0,75000.0,256200.0,INLAND
-118.32,34.09,44.0,2666.0,,2297.0,726.0,16760.0,208800.0,<1H OCEAN
-118.44,34.03,30.0,1039.0,303.0,606.0,274.0,31250.0,343800.0,<1H OCEAN
-117.71,33.57,4.0,3289.0,753.0,1285.0,651.0,40450.0,226000.0,<1H OCEAN
-117.59,33.66,4.0,1318.0,218.0,673.0,225.0,60721.99999999999,260800.0,<1H OCEAN
-120.45,34.65,25.0,980.0,276.0,896.0,245.0,20000.0,87500.0,NEAR OCEAN
-117.99,33.75,30.0,1859.0,462.0,1314.0,418.0,30909.0,184400.0,<1H OCEAN
-117.77,33.54,28.0,3404.0,497.0,1134.0,466.0,72217.0,500001.0,<1H OCEAN
-117.31,34.08,37.0,953.0,231.0,611.0,230.0,19926.0,81500.0,INLAND
-117.18,32.81,28.0,3436.0,537.0,1503.0,498.0,47679.0,204000.0,NEAR OCEAN
-119.27,36.39,17.0,2076.0,350.0,998.0,340.0,43281.0,145700.0,INLAND
-122.74,38.44,17.0,2287.0,497.0,1240.0,493.0,35845.0,164300.0,<1H OCEAN
-121.87,37.41,17.0,3719.0,588.0,2089.0,561.0,67867.0,273700.0,<1H OCEAN
-118.32,34.02,50.0,1655.0,256.0,672.0,260.0,42554.0,194300.0,<1H OCEAN
-122.31,37.58,44.0,1990.0,442.0,1141.0,424.0,39696.0,258300.0,NEAR BAY
-120.1,36.21,12.0,1462.0,356.0,1708.0,367.0,15086.0,64700.0,INLAND
-118.14,34.09,20.0,3447.0,1007.0,2622.0,934.0,29180.0,208700.0,<1H OCEAN
-118.27,33.93,36.0,1467.0,369.0,1247.0,347.0,18191.0,92700.0,<1H OCEAN
-118.37,34.03,43.0,1350.0,287.0,811.0,307.0,33636.0,140900.0,<1H OCEAN
-120.98,37.64,40.0,1791.0,359.0,679.0,322.0,21458.0,130300.0,INLAND
-122.64,38.23,49.0,2300.0,463.0,1061.0,429.0,40750.0,228800.0,<1H OCEAN
-118.12,33.9,38.0,1222.0,282.0,756.0,256.0,41250.0,173900.0,<1H OCEAN
-118.33,34.16,44.0,2705.0,649.0,1676.0,654.0,34286.0,247900.0,<1H OCEAN
-121.26,38.68,13.0,4256.0,619.0,1948.0,622.0,52051.0,167400.0,INLAND
-117.28,34.51,10.0,4676.0,884.0,2845.0,812.0,30181.0,100400.0,INLAND
-117.12,33.14,12.0,2363.0,408.0,1211.0,396.0,38967.0,172600.0,<1H OCEAN
-122.54,37.9,48.0,2491.0,460.0,937.0,455.0,44375.0,370000.0,NEAR BAY
-117.24,34.04,5.0,1775.0,234.0,726.0,222.0,79780.0,223900.0,INLAND
-118.43,34.16,34.0,2622.0,467.0,1233.0,476.0,40474.0,379700.0,<1H OCEAN
-121.86,37.39,17.0,1777.0,328.0,1235.0,329.0,54225.0,258100.0,<1H OCEAN
-121.78,37.68,17.0,3112.0,872.0,1392.0,680.0,30222.000000000004,172500.0,INLAND
-118.35,33.9,31.0,981.0,222.0,734.0,239.0,48750.0,232400.0,<1H OCEAN
-117.07,33.0,4.0,6242.0,1258.0,2211.0,1116.0,42500.0,281600.0,<1H OCEAN
-120.65,35.27,27.0,2034.0,341.0,768.0,316.0,42411.0,258900.0,NEAR OCEAN
-116.5,33.69,20.0,4810.0,1074.0,1304.0,740.0,22500.0,248100.0,INLAND
-122.18,37.77,52.0,1748.0,362.0,1029.0,366.0,20556.0,100000.0,NEAR BAY
-117.35,34.2,5.0,9269.0,1605.0,4916.0,1519.0,44367.0,133200.0,INLAND
-117.92,34.08,35.0,1860.0,323.0,1011.0,305.0,35536.0,207000.0,<1H OCEAN
-117.71,34.07,31.0,1840.0,380.0,1187.0,357.0,38875.0,129200.0,INLAND
-122.18,37.76,37.0,1575.0,358.0,933.0,320.0,22917.0,107000.0,NEAR BAY
-117.95,33.82,35.0,1068.0,190.0,514.0,174.0,40735.0,208700.0,<1H OCEAN
-121.03,37.65,37.0,375.0,58.0,120.0,37.0,39844.0,150000.0,INLAND
-119.32,36.3,15.0,2864.0,571.0,1480.0,475.0,29698.000000000004,93400.0,INLAND
-117.97,33.88,16.0,2003.0,300.0,1172.0,318.0,60394.0,321600.0,<1H OCEAN
-120.14,36.0,33.0,1726.0,420.0,1371.0,388.0,20335.0,43900.0,INLAND
-117.75,34.05,35.0,1293.0,339.0,1494.0,312.0,16645.0,93300.0,INLAND
-117.13,32.91,16.0,3230.0,579.0,1825.0,576.0,42969.0,151200.0,<1H OCEAN
-117.25,33.01,16.0,3892.0,520.0,1454.0,524.0,77317.0,396000.0,NEAR OCEAN
-120.43,34.9,30.0,2388.0,393.0,1117.0,375.0,41058.0,164000.0,<1H OCEAN
-118.22,33.92,32.0,1263.0,333.0,1789.0,346.0,19957.0,89300.0,<1H OCEAN
-122.05,39.6,34.0,2051.0,342.0,958.0,322.0,28466.0,95300.0,INLAND
-117.13,32.91,16.0,2715.0,581.0,1619.0,584.0,40000.0,154700.0,<1H OCEAN
-121.33,38.77,3.0,20214.0,3559.0,8361.0,3112.0,42259.0,169300.0,INLAND
-121.26,38.11,4.0,2058.0,366.0,933.0,316.0,42448.0,150900.0,INLAND
-122.56,37.91,52.0,1972.0,327.0,755.0,345.0,71924.0,500001.0,NEAR BAY
-118.32,34.06,43.0,2808.0,584.0,1654.0,569.0,41250.0,436800.0,<1H OCEAN
-118.04,33.97,34.0,1759.0,431.0,1282.0,391.0,30491.0,158200.0,<1H OCEAN
-118.43,34.17,34.0,2180.0,424.0,906.0,429.0,44464.0,353100.0,<1H OCEAN
-121.55,37.37,39.0,759.0,141.0,252.0,106.0,36964.0,262500.0,INLAND
-117.65,33.53,7.0,6814.0,785.0,2175.0,681.0,104900.0,500001.0,<1H OCEAN
-121.98,37.28,26.0,1182.0,309.0,620.0,306.0,33922.0,269100.0,<1H OCEAN
-118.01,33.95,36.0,1579.0,290.0,816.0,276.0,44318.0,181100.0,<1H OCEAN
-117.82,33.71,9.0,5206.0,992.0,4660.0,978.0,28849.999999999996,162500.0,<1H OCEAN
-122.26,37.84,52.0,696.0,191.0,345.0,174.0,26736.0,191300.0,NEAR BAY
-121.08,39.02,13.0,1839.0,275.0,752.0,270.0,42031.0,209600.0,INLAND
-121.81,37.24,21.0,3250.0,610.0,1978.0,568.0,45000.0,234400.0,<1H OCEAN
-122.43,37.72,48.0,1289.0,280.0,782.0,235.0,36719.0,259800.0,NEAR BAY
-118.32,33.98,47.0,949.0,210.0,574.0,217.0,21750.0,114700.0,<1H OCEAN
-118.33,34.18,49.0,1969.0,377.0,977.0,367.0,38462.0,231300.0,<1H OCEAN
-118.17,33.78,23.0,3768.0,1261.0,3940.0,1098.0,19647.0,186200.0,NEAR OCEAN
-118.15,33.84,36.0,2987.0,491.0,1360.0,497.0,48013.0,224100.0,<1H OCEAN
-119.38,36.55,31.0,2342.0,439.0,1411.0,465.0,30170.0,72000.0,INLAND
-121.64,39.74,20.0,1808.0,334.0,763.0,335.0,23711.000000000004,121800.0,INLAND
-118.33,34.02,42.0,2043.0,378.0,869.0,416.0,35000.0,181100.0,<1H OCEAN
-121.98,37.58,20.0,4126.0,1031.0,2079.0,975.0,36832.0,216900.0,<1H OCEAN
-118.42,34.27,35.0,2700.0,702.0,3444.0,679.0,14867.0,124000.0,<1H OCEAN
-122.3,37.89,36.0,1077.0,293.0,518.0,276.0,30208.0,206300.0,NEAR BAY
-122.33,40.52,23.0,2801.0,507.0,1318.0,454.0,35081.0,116700.0,INLAND
-117.28,33.04,12.0,4459.0,928.0,2471.0,888.0,35179.0,252700.0,NEAR OCEAN
-117.84,33.84,23.0,4388.0,864.0,2526.0,846.0,45217.0,219400.0,<1H OCEAN
-119.38,36.54,33.0,2465.0,536.0,2030.0,522.0,15223.0,51800.0,INLAND
-119.17,34.25,15.0,1329.0,282.0,1001.0,284.0,36500.0,189300.0,NEAR OCEAN
-119.05,35.44,5.0,2133.0,487.0,1182.0,438.0,30268.0,77000.0,INLAND
-118.33,34.05,44.0,1574.0,390.0,1323.0,404.0,25284.0,226300.0,<1H OCEAN
-120.63,37.36,16.0,1605.0,282.0,866.0,284.0,40694.0,110200.0,INLAND
-117.81,33.67,9.0,2435.0,396.0,1194.0,385.0,72025.0,275000.0,<1H OCEAN
-117.71,34.05,20.0,2281.0,444.0,1545.0,481.0,25735.0,130500.0,INLAND
-118.38,33.86,12.0,4235.0,735.0,1798.0,683.0,64242.0,365500.0,<1H OCEAN
-122.33,37.91,36.0,1954.0,513.0,1437.0,440.0,11250.0,93800.0,NEAR BAY
-118.14,34.16,39.0,2776.0,840.0,2546.0,773.0,25750.0,153500.0,<1H OCEAN
-118.33,34.1,43.0,2732.0,1646.0,3049.0,1429.0,13157.000000000002,333300.0,<1H OCEAN
-122.04,37.31,24.0,3388.0,633.0,1627.0,585.0,51540.0,355100.0,<1H OCEAN
-117.37,33.98,43.0,2862.0,772.0,1878.0,675.0,21151.0,96700.0,INLAND
-122.8,38.18,36.0,2378.0,476.0,957.0,362.0,36250.0,253100.0,NEAR OCEAN
-121.41,38.52,25.0,3087.0,720.0,2529.0,708.0,18689.0,66800.0,INLAND
-117.47,33.91,21.0,3491.0,760.0,1920.0,669.0,22241.0,127300.0,INLAND
-119.78,36.86,10.0,2902.0,363.0,1200.0,363.0,83608.0,187300.0,INLAND
-120.38,36.76,25.0,991.0,272.0,941.0,262.0,18125.0,58000.0,INLAND
-118.11,33.82,36.0,1999.0,390.0,887.0,379.0,38162.0,221900.0,<1H OCEAN
-122.73,38.44,20.0,2919.0,508.0,1711.0,500.0,38750.0,140300.0,<1H OCEAN
-118.1,33.84,35.0,1790.0,269.0,924.0,263.0,52960.0,226200.0,<1H OCEAN
-121.29,38.13,20.0,3168.0,514.0,1390.0,490.0,50000.0,154800.0,INLAND
-118.03,33.97,39.0,2126.0,434.0,1103.0,433.0,32852.0,196200.0,<1H OCEAN
-121.71,39.42,21.0,1432.0,284.0,862.0,275.0,22813.0,57600.0,INLAND
